ZIP,date_coe,STREET_NO,STREET_DIR,STREET,STREET_TYP,unit_no,Prop_type
97230,04/24/2009,808,NE,198TH,AVE,NULL,Resid
97266,04/25/2009,2621,SE,105TH,AVE,NULL,Resid
97060,04/27/2009,1108,SW,KENDALL,CT,NULL,Resid
97205,04/27/2009,1221,SW,10TH,AVE,1401,Resid
97233,04/27/2009,2310,SE,143RD,AVE,NULL,Resid
97239,04/27/2009,3601,SW,RIVER,PKWY,2514,Resid
97266,04/27/2009,10110,SE,CLATSOP,ST,NULL,Resid
97024,04/28/2009,1379,NE,CHARLES,CT,NULL,Resid
97210,04/28/2009,2825,NW,RALEIGH,ST,NULL,Resid
97233,04/28/2009,2230,SE,146TH,AVE,NULL,Resid
97236,04/28/2009,2724,SE,138TH AVENUE  78,NULL,NULL,Resid
97203,04/29/2009,6216,N,ASTOR,ST,NULL,Resid
97210,04/29/2009,2855,NW,CUMBERLAND,RD,NULL,Resid
97266,04/29/2009,10245,SE,ELLIS,ST,NULL,Resid
97035,04/30/2009,12611,NULL,BOONES FERRY,RD,NULL,Resid
97080,04/30/2009,312,SW,WONDERVIEW,DR,NULL,Resid
97206,04/30/2009,5619,SE,PARDEE,ST,NULL,Resid
97213,04/30/2009,3516,NE,69TH,AVE,NULL,Resid
97214,04/30/2009,1533,SE,33RD,AVE,NULL,Resid
97214,04/30/2009,838,SE,38th,AVE,305,Resid
97217,04/30/2009,5024,N,MARYLAND,AVE,NULL,Resid
97219,04/30/2009,9721,SW,QUAIL POST,RD,NULL,Resid
97227,04/30/2009,3723,N,HAIGHT,AVE,NULL,Resid
97201,05/01/2009,1500,SW,PARK,AVE,307,Resid
97201,05/01/2009,1900,SW,RIVER,DR,N305,Resid
97205,05/01/2009,1234,SW,18th,AVE,508,Resid
97211,05/01/2009,4137,NE,9TH,AVE,NULL,Resid
97024,05/04/2009,21935,NE,Halsey Ste700,NULL,NULL,Comm
97219,05/04/2009,9636,SW,BOONES FERRY,RD,NULL,Resid
97203,05/05/2009,4759,N,SYRACUSE,ST,NULL,Resid
97236,05/05/2009,4923,SE,174TH,AVE,NULL,Resid
97205,05/06/2009,1221,SW,10th,AVE,501,Resid
97209,05/06/2009,1025,NW,COUCH,ST,1413,Resid
97211,05/06/2009,5919,NE,10TH,AVE,NULL,Resid
97211,05/06/2009,603,NE,Webster,ST,NULL,Resid
97214,05/06/2009,838,SE,38th,AVE,310,Resid
97217,05/06/2009,531,N,BRIDGETON,RD,1,Resid
97266,05/06/2009,8819,SE,ELLIS,ST,2,Resid
97266,05/06/2009,10325,SE,REEDWAY,ST,NULL,Resid
97216,05/07/2009,9336,SE,HARRISON,ST,NULL,Resid
97201,05/08/2009,2221,SW,1ST,AVE,2522,Resid
97201,05/08/2009,1922,SW,Elm,ST,NULL,Resid
97209,05/08/2009,323,NW,13th,AVE,404,Resid
97209,05/08/2009,2144,NW,16TH,AVE,NULL,Resid
97219,05/08/2009,7910,SW,31ST,AVE,303,Resid
97220,05/08/2009,8230,NE,PRESCOTT,ST,NULL,Resid
97233,05/08/2009,2103,SE,148TH,PL,NULL,Resid
97203,05/09/2009,4715,N,DEPAUW,ST,NULL,Resid
97209,05/10/2009,2076,NW,JOHNSON,ST,203,Resid
97213,05/11/2009,3422,NE,44TH,AVE,NULL,Resid
97220,05/11/2009,5375,NE,91ST,AVE,NULL,Resid
97080,05/12/2009,1667,SW,HEINEY,RD,NULL,Resid
97202,05/12/2009,3826,SE,LAMBERT,ST,NULL,Resid
97202,05/12/2009,1216,SE,MARION,ST,NULL,Resid
97220,05/12/2009,10617,NE,Knott,ST,NULL,Resid
97024,05/13/2009,2742,NE,201ST,AVE,1,Resid
97030,05/13/2009,21414,SE,ANKENY,ST,NULL,Resid
97201,05/13/2009,1930,SW,RIVER,DR,110,Resid
97206,05/13/2009,7117,SE,INSLEY,ST,NULL,Resid
97210,05/13/2009,720,NW,WESTOVER,CIR,NULL,Resid
97214,05/13/2009,1124,SE,30TH,AVE,NULL,Resid
97214,05/13/2009,2943,SE,SALMON,ST,NULL,Resid
97080,05/14/2009,5148,SE,17TH,TER,NULL,Resid
97080,05/14/2009,2720,SE,PALMQUIST,RD,NULL,Resid
97209,05/14/2009,937,NW,GLISAN,ST,1032,Resid
97209,05/14/2009,1001,NW,Lovejoy 502,NULL,502,Resid
97211,05/14/2009,5324,NE,RODNEY,AVE,NULL,Resid
97216,05/14/2009,2039,SE,112TH,AVE,NULL,Resid
97239,05/14/2009,228,SW,LANE,ST,NULL,Resid
97080,05/15/2009,2505,SW,ORCHARD,CT,NULL,Resid
97206,05/15/2009,8334,SE,62ND,AVE,NULL,Resid
97209,05/15/2009,1030,NW,12TH,AVE,214,Resid
97211,05/15/2009,4603,NE,29TH,AVE,NULL,Resid
97215,05/15/2009,514,SE,69TH,AVE,NULL,Resid
97215,05/15/2009,7330,SE,THORBURN,ST,NULL,Resid
97216,05/15/2009,2308,SE,121ST,AVE,NULL,Resid
97216,05/15/2009,9106,SE,STEPHENS,ST,NULL,Resid
97217,05/15/2009,7929,N,WASHBURNE,AVE,NULL,Resid
97219,05/15/2009,11645,SW,64TH,AVE,NULL,Resid
97221,05/15/2009,6001,SW,BOUNDARY,ST,NULL,Resid
97233,05/15/2009,12814,SE,LINCOLN,ST,NULL,Resid
97239,05/15/2009,3601,SW,RIVER,PKWY,339,Resid
97030,05/18/2009,361,NE,VILLAGE SQUIRE,AVE,NULL,Resid
97210,05/18/2009,641,NW,24th,AVE,1,Resid
97215,05/18/2009,5326,SE,SHERMAN,ST,NULL,Resid
97217,05/18/2009,7055,N,GREENWICH,AVE,NULL,Resid
97219,05/18/2009,1105,SW,MAPLECREST,DR,NULL,Resid
97227,05/18/2009,3970,N,INTERSTATE,AVE,201,Resid
97209,05/20/2009,311,NW,12TH,AVE,1601,Resid
97210,05/20/2009,3060,NW,WILSON,ST,NULL,Resid
97213,05/20/2009,1727,NE,63RD,AVE,NULL,Resid
97233,05/20/2009,233,SE,143RD,AVE,NULL,Resid
97202,05/21/2009,6014,SE,22nd,AVE,NULL,Resid
97203,05/21/2009,4607,N,WILLAMETTE,BLVD,NULL,Resid
97080,05/22/2009,2874,SE,Night Heron,NULL,NULL,Resid
97206,05/22/2009,7777,SE,72ND,AVE,NULL,Resid
97210,05/22/2009,2335,NW,RALEIGH,ST,229,Resid
97210,05/26/2009,808,NW,22ND,AVE,NULL,Resid
97210,05/26/2009,2010,NW,ASPEN,AVE,NULL,Resid
97214,05/26/2009,1912,SE,11 TH,AVE,1,Resid
97230,05/26/2009,19609,NE,Marine,DR,f-3,Resid
97236,05/26/2009,16000,SE,POWELL,BLVD,31,Resid
97266,05/26/2009,6820,SE,83RD,AVE,NULL,Resid
97201,05/27/2009,2221,SW,1ST,AVE,1122,Resid
97202,05/27/2009,3822,SE,TENINO,ST,NULL,Resid
97212,05/27/2009,2137,NE,RIDGEWOOD,DR,NULL,Resid
97219,05/27/2009,7434,SW,33RD,AVE,NULL,Resid
97219,05/27/2009,7513,SW,Capitol,HWY,model,Resid
97220,05/27/2009,4504,NE,95TH,AVE,NULL,Resid
97229,05/27/2009,1239,NW,HILLCOURT,LN,NULL,Resid
97201,05/28/2009,1616,SW,HARBOR,WAY,407,Resid
97209,05/28/2009,1602,NW,RIVERSCAPE,ST,NULL,Resid
97212,05/28/2009,126,NE,FARGO,ST,NULL,Resid
97213,05/28/2009,2344,NE,59TH,AVE,NULL,Resid
97214,05/28/2009,1411,SE,30TH,AVE,9,Resid
97219,05/28/2009,2906,SW,SPRING GARDEN,ST,NULL,Resid
97231,05/28/2009,13934,NW,GLENDOVEER,DR,NULL,Resid
97233,05/28/2009,2031,SE,147TH,AVE,NULL,Resid
97030,05/29/2009,555,NE,CENTURION,CT,NULL,Resid
97210,05/29/2009,2182,NW,HOYT,ST,NULL,Resid
97212,05/29/2009,3232,NE,BRAZEE,ST,NULL,Resid
97214,05/29/2009,1927,SE,35TH,PL,NULL,Resid
97218,05/29/2009,4526,NE,78TH,AVE,NULL,Resid
97219,05/29/2009,1320,SW,CARSON,ST,NULL,Resid
97219,05/29/2009,520,SW,FLORIDA,ST,NULL,Resid
97229,05/29/2009,10147,NW,SKYLINE HEIGHTS,DR,NULL,Resid
97230,05/29/2009,18305,NE,Marine,DR,B5,Resid
97239,05/29/2009,841,SW,Gaines,ST,616,Resid
97266,05/29/2009,10320,SE,RAYMOND,ST,NULL,Resid
97212,05/30/2009,2241,NE,12TH,AVE,NULL,Resid
97030,06/01/2009,1402,NE,HOGAN,DR,NULL,Resid
97209,06/01/2009,333,NW,9TH,AVE,#804,Resid
97209,06/01/2009,1255,NW,9th,AVE,1402,Resid
97214,06/01/2009,823,SE,25TH,AVE,NULL,Resid
97214,06/01/2009,712,SE,33RD AVENUE,NULL,NULL,Resid
97233,06/01/2009,2114,SE,139TH,AVE,NULL,Resid
97201,06/02/2009,1930,SW,RIVER,DR,504,Resid
97209,06/02/2009,937,NW,Glisan,ST,334 H,Resid
97210,06/02/2009,2109,NW,IRVING,ST,308,Resid
97214,06/02/2009,1560,SE,POPLAR,AVE,NULL,Resid
97215,06/02/2009,7714,SE,MAIN,ST,NULL,Resid
97227,06/02/2009,3936,N,WILLIAMS,AVE,NULL,Resid
97206,06/03/2009,7305,SE,HARNEY,ST,NULL,Resid
97230,06/03/2009,641,NE,151ST,AVE,NULL,Resid
97211,06/04/2009,4129,NE,GARFIELD,AVE,NULL,Resid
97212,06/04/2009,829,NE,BEECH,ST,NULL,Resid
97266,06/04/2009,8641,SE,RHONE,NULL,NULL,Resid
97030,06/05/2009,20731,SE,BURNSIDE,CT,NULL,Resid
97202,06/05/2009,7520,SE,Milwaukie,AVE,202,Resid
97206,06/05/2009,6728,SE,74TH,AVE,NULL,Resid
97209,06/05/2009,323,NW,13th,AVE,409,Resid
97209,06/05/2009,20,NW,16TH,AVE,312,Resid
97211,06/05/2009,6505,NE,8TH,AVE,NULL,Resid
97212,06/05/2009,2866,NE,ALAMEDA,ST,NULL,Resid
97217,06/05/2009,2656,N,WILLIS,BLVD,NULL,Resid
97221,06/06/2009,610,SW,48TH,DR,NULL,Resid
97060,06/08/2009,734,SW,CRESTVIEW,WAY,58,Resid
97060,06/08/2009,1391,NE,KOKANEE,LN,NULL,Resid
97215,06/08/2009,162,SE,73RD,AVE,NULL,Resid
97219,06/08/2009,2527,SW,SPRING GARDEN,ST,2,Resid
97229,06/08/2009,2837,NW,BIRKENDENE,ST,NULL,Resid
97236,06/08/2009,12717,SE,ELLIS,ST,NULL,Resid
97202,06/09/2009,7932,SE,29TH,AVE,NULL,Resid
97215,06/09/2009,2315,SE,77TH,AVE,NULL,Resid
97217,06/09/2009,3906,N,JUNEAU,ST,NULL,Resid
97220,06/09/2009,8831,NE,RUSSELL,PL,NULL,Resid
97266,06/09/2009,9723,SE,KNIGHT,ST,NULL,Resid
97080,06/10/2009,1949,SE,PALMQUIST,RD,66,Resid
97216,06/10/2009,9901,SE,HARRISON,ST,NULL,Resid
97230,06/10/2009,14308,NE,SANDY,BLVD,#42,Resid
97266,06/10/2009,11605,SE,POWELL,BLVD,NULL,Comm
97209,06/11/2009,1926,W,BURNSIDE,ST,205,Resid
97211,06/11/2009,823,NE,MEADOW,DR,NULL,Resid
97030,06/12/2009,430,NE,5TH,ST,NULL,Resid
97030,06/12/2009,430,NE,5TH,ST,NULL,Comm
97030,06/12/2009,635,NW,DAY,DR,NULL,Resid
97080,06/12/2009,5185,SE,17TH,TER,NULL,Resid
97201,06/12/2009,1500,SW,PARK,AVE,532,Resid
97205,06/12/2009,208,SW,MARCONI,AVE,NULL,Resid
97206,06/12/2009,4730,SE,77TH,AVE,NULL,Resid
97214,06/12/2009,2050,SE,16TH,AVE,NULL,Resid
97214,06/12/2009,3749,SE,YAMHILL,ST,NULL,Resid
97218,06/12/2009,6429,NE,ALBERTA,ST,NULL,Resid
97220,06/12/2009,617,NE,110TH,AVE,NULL,Resid
97229,06/12/2009,2162,NW,VILLAGE,CIR,NULL,Resid
97060,06/15/2009,838,SW,MORGAN,WAY,NULL,Resid
97201,06/15/2009,1500,SW,PARK,AVE,403,Resid
97201,06/15/2009,2753,SW,ROSWELL,AVE,NULL,Resid
97209,06/15/2009,1025,NW,COUCH ST 617,ST,617,Resid
97210,06/15/2009,402,NW,UPTOWN,TER,1A,Resid
97214,06/15/2009,1734,SE,22ND,AVE,NULL,Resid
97216,06/15/2009,1821,SE,122nd,AVE,NULL,Resid
97220,06/15/2009,1346,NE,114TH,AVE,NULL,Resid
97230,06/15/2009,16219,NE,GLISAN,ST,NULL,Comm
97236,06/15/2009,6515,SE,134TH,AVE,NULL,Resid
97266,06/15/2009,9940,SE,KNIGHT,ST,NULL,Resid
97024,06/16/2009,21351,NE,SHORE,DR,NULL,Resid
97203,06/16/2009,2517,N,Winchell,ST,NULL,Resid
97209,06/16/2009,937,NW,Glisan,ST,1334H,Resid
97229,06/16/2009,10225,NW,LANGWORTHY,TER,NULL,Resid
97030,06/17/2009,1258,NW,Shattuck,WAY,208,Resid
97206,06/17/2009,4925,SE,75TH,AVE,NULL,Resid
97206,06/17/2009,7434,SE,FLAVEL,ST,NULL,Resid
97213,06/17/2009,1514,NE,73RD,AVE,NULL,Resid
97266,06/17/2009,6104,SE,83rd,AVE,NULL,Resid
97210,06/18/2009,1217,NW,25TH,AVE,NULL,Resid
97214,06/18/2009,1620,SE,HAWTHORNE,BLVD,NULL,Resid
97214,06/18/2009,1620,SE,HAWTHORNE,BLVD,NULL,Comm
97217,06/18/2009,1726,N,KILLINGSWORTH,ST,NULL,Resid
97231,06/18/2009,14285,NW,OLD GERMANTOWN,RD,NULL,Resid
97239,06/18/2009,4135,SW,VIEW POINT,TER,NULL,Resid
97030,06/19/2009,2803,NE,6TH,ST,NULL,Resid
97202,06/19/2009,3507,SE,22ND,AVE,NULL,Comm
97202,06/19/2009,3507,SE,22ND,AVE,NULL,Resid
97210,06/19/2009,3236,NW,WILSON,ST,NULL,Resid
97213,06/19/2009,5126,NE,FLANDERS,ST,NULL,Resid
97214,06/19/2009,3112,SE,MORRISON,ST,NULL,Resid
97216,06/19/2009,11542,SE,LINCOLN,ST,NULL,Resid
97218,06/19/2009,5114,NE,EMERSON,CT,NULL,Resid
97219,06/20/2009,2525,SW,CUSTER,ST,NULL,Resid
97030,06/22/2009,490,NE,PAROPA,WAY,NULL,Resid
97201,06/22/2009,1205,SW,CARDINELL,DR,508,Resid
97214,06/22/2009,3122,SE,SALMON,ST,NULL,Resid
97219,06/22/2009,7321,SW,CORBETT,AVE,NULL,Resid
97232,06/22/2009,4142,NE,LADDINGTON,CT,NULL,Resid
97233,06/22/2009,1727,SE,177TH,AVE,NULL,Resid
97233,06/22/2009,14975,SE,GRANT,CT,NULL,Resid
97209,06/23/2009,1410,NW,KEARNEY,ST,1121,Resid
97211,06/23/2009,5528,NE,14TH,AVE,NULL,Resid
97215,06/23/2009,5524,SE,LINCOLN,ST,NULL,Resid
97219,06/23/2009,7517,SW,Capitol,NULL,NULL,Resid
97219,06/23/2009,5048,SW,FLORIDA,ST,NULL,Resid
97221,06/23/2009,4907,SW,39TH,DR,NULL,Resid
97229,06/23/2009,10426,NW,BRITTNEY,CT,NULL,Resid
97202,06/24/2009,4116,SE,RAMONA,ST,NULL,Resid
97211,06/24/2009,5911,NE,10th,AVE,NULL,Resid
97214,06/24/2009,3745,SE,GRANT,CT,NULL,Resid
97215,06/24/2009,6314,SE,SHERMAN,ST,NULL,Resid
97217,06/24/2009,9221,N,SEWARD,AVE,NULL,Resid
97219,06/24/2009,4608,SW,COMUS,PL,NULL,Resid
97219,06/24/2009,11648,SW,MILITARY,LN,NULL,Resid
97220,06/24/2009,10344,NE,THOMPSON,ST,NULL,Resid
97060,06/25/2009,30701,E,HIST COLUMBIA RIVER,HWY,NULL,Resid
97202,06/25/2009,1150,SE,SELLWOOD,BLVD,NULL,Resid
97206,06/25/2009,6646,SE,71ST,AVE,NULL,Resid
97209,06/25/2009,311,NW,12TH,AVE,701,Resid
97210,06/25/2009,2747,NW,RALEIGH,ST,#2,Resid
97221,06/25/2009,3610,SW,GROVER,ST,NULL,Resid
97236,06/25/2009,14525,SE,Tenino,ST,NULL,Resid
97201,06/26/2009,2221,SW,1ST,AVE,523,Resid
97202,06/26/2009,1412,SE,TENINO,ST,NULL,Resid
97203,06/26/2009,8939,N,HAVEN,AVE,NULL,Resid
97206,06/26/2009,5518,SE,60TH,AVE,NULL,Resid
97209,06/26/2009,333,NW,9TH,AVE,809,Resid
97214,06/26/2009,3607,SE,MORRISON,ST,NULL,Resid
97219,06/26/2009,3925,SW,MULTNOMAH,BLVD,102,Resid
97219,06/26/2009,3925,SW,MULTNOMAH,BLVD,205,Resid
97201,06/29/2009,2740,SW,ENGLISH,LN,NULL,Resid
97203,06/29/2009,4764,N,SYRACUSE,ST,NULL,Resid
97209,06/29/2009,1400,NW,IRVING,ST,303,Resid
97211,06/29/2009,4704,NE,32ND,AVE,NULL,Resid
97212,06/29/2009,3710,NE,33RD,AVE,NULL,Resid
97217,06/29/2009,7925,N,BRANDON,AVE,NULL,Resid
97217,06/29/2009,7621,N,WASHBURNE,AVE,NULL,Resid
97218,06/29/2009,5302,NE,42ND,AVE,NULL,Comm
97239,06/29/2009,5170,SW,LANDING,DR,102,Resid
97030,06/30/2009,2373,NW,STANLEY,AVE,NULL,Resid
97203,06/30/2009,10005,N,LEONARD,ST,NULL,Resid
97209,06/30/2009,311,NW,12TH,AVE,401,Resid
97212,06/30/2009,1937,NE,13TH,AVE,NULL,Resid
97214,06/30/2009,2627,SE,STEPHENS,ST,NULL,Resid
97217,06/30/2009,9006,N,CURTIS,AVE,NULL,Resid
97217,06/30/2009,7635,N,Curtis,ST,NULL,Resid
97221,06/30/2009,625,SW,48TH,DR,NULL,Resid
97229,06/30/2009,2141,NW,WALMER,DR,NULL,Resid
97230,06/30/2009,1649,NE,140TH,AVE,NULL,Resid
97230,06/30/2009,12830,NE,MORRIS,CT,NULL,Resid
97233,06/30/2009,271,SE,162ND AVENUE,NULL,307,Resid
97266,06/30/2009,10520,SE,STEELE,ST,NULL,Resid
97035,07/01/2009,30,NULL,CONDOLEA,DR,NULL,Resid
97060,07/01/2009,880,SW,SUNSET,WAY,NULL,Resid
97080,07/01/2009,5203,SE,16TH,DR,NULL,Resid
97206,07/01/2009,7511,SE,TOLMAN,ST,NULL,Resid
97209,07/01/2009,726,NW,11TH,AVE,216,Resid
97211,07/01/2009,5835,NE,30TH,AVE,NULL,Resid
97213,07/01/2009,1005,NE,58TH,AVE,NULL,Resid
97229,07/01/2009,3101,NW,MILLER,RD,NULL,Resid
97203,07/02/2009,8565,N,POLK,AVE,NULL,Resid
97206,07/02/2009,5716,SE,CLINTON,ST,NULL,Resid
97215,07/02/2009,1350,SE,80TH,AVE,NULL,Resid
97217,07/02/2009,3331,N,FARRAGUT,ST,NULL,Resid
97230,07/02/2009,14801,NE,NEWPORT,ST,NULL,Resid
97233,07/02/2009,19002,SE,YAMHILL,ST,NULL,Resid
97201,07/03/2009,2309,SW,1ST,AVE,341,Resid
97211,07/06/2009,4537,NE,29TH,AVE,NULL,Resid
97214,07/06/2009,3551,E,BURNSIDE,ST,NULL,Resid
97217,07/06/2009,573,N,BLANDENA,ST,NULL,Resid
97229,07/06/2009,10019,NW,SKYLINE HEIGHTS,DR,NULL,Resid
97203,07/07/2009,8515,N,BURR,AVE,NULL,Resid
97210,07/07/2009,2958,NW,UPSHUR,ST,NULL,Resid
97218,07/07/2009,6824,NE,EMERSON,ST,0,Resid
97229,07/07/2009,1045,NW,ELOISE,LN,NULL,Resid
97229,07/07/2009,1045,NW,ELOISE,LN,NULL,Resid
97060,07/08/2009,1603,SW,HEWITT,AVE,NULL,Resid
97201,07/08/2009,1500,SW,11TH,AVE,1001,Resid
97202,07/08/2009,2743,SE,38TH,AVE,NULL,Resid
97206,07/08/2009,3909,SE,69TH,AVE,NULL,Resid
97210,07/08/2009,2351,NW,Westover,NULL,513,Resid
97213,07/08/2009,2804,NE,51ST,AVE,NULL,Resid
97217,07/08/2009,3735,N,NEWARK,ST,NULL,Resid
97219,07/08/2009,5530,SW,LOGAN,CT,NULL,Resid
97230,07/08/2009,103,NE,165TH,AVE,NULL,Resid
97236,07/08/2009,12623,SE,KELLY,ST,NULL,Resid
97210,07/09/2009,2351,NW,WESTOVER,RD,309,Resid
97227,07/09/2009,3921,N,ALBINA,AVE,NULL,Resid
97211,07/10/2009,4835,NE,20TH,AVE,NULL,Resid
97217,07/10/2009,7641,N,Curtis,ST,NULL,Resid
97236,07/10/2009,4923,SE,174TH,AVE,NULL,Resid
97030,07/11/2009,1258,NW,Shattuck,WAY,103,Resid
97060,07/13/2009,23953,NE,POPLAR,CT,NULL,Resid
97080,07/13/2009,2955,SE,ELLIOTT,PL,NULL,Resid
97209,07/13/2009,606,NW,NAITO,PKWY,A-16,Resid
97211,07/13/2009,4805,NE,14TH,PL,NULL,Resid
97212,07/13/2009,4034,NE,7TH,AVE,NULL,Resid
97217,07/13/2009,8712,N,ENDICOTT,AVE,NULL,Resid
97217,07/13/2009,2630,N,Hayden Is,DR,#35,Resid
97203,07/14/2009,5332,N,HARVARD,ST,NULL,Resid
97205,07/14/2009,1221,SW,10TH,NULL,511,Resid
97206,07/14/2009,6636,SE,CARLTON,ST,NULL,Resid
97211,07/14/2009,4843,NE,28TH,AVE,NULL,Resid
97213,07/14/2009,1300,NE,68TH,AVE,9,Resid
97218,07/14/2009,5916,NE,ALBERTA,ST,NULL,Resid
97219,07/14/2009,3841,SW,CANBY,ST,NULL,Resid
97233,07/14/2009,1020,SE,169TH,AVE,NULL,Resid
97202,07/15/2009,3393,SE,21ST,AVE,NULL,Comm
97209,07/15/2009,420,NW,11TH,AVE,1017,Resid
97210,07/15/2009,705,NW,ALBEMARLE,TER,NULL,Resid
97210,07/15/2009,2445,NW,WESTOVER,RD,NULL,Resid
97211,07/15/2009,6241,NE,15TH,AVE,NULL,Resid
97212,07/15/2009,3405,NE,30TH,AVE,NULL,Resid
97213,07/15/2009,3130,NE,77TH,AVE,NULL,Resid
97214,07/15/2009,4014,SE,LINCOLN,ST,NULL,Resid
97221,07/15/2009,4781,SW,Sweeney,NULL,NULL,Resid
97233,07/15/2009,17311,SE,SHERMAN,ST,NULL,Resid
97266,07/15/2009,10120,SE,YUKON,ST,NULL,Resid
97202,07/16/2009,2937,SE,"WAVERLEIGH, 6",BLVD,NULL,Resid
97212,07/16/2009,3742,NE,21ST,AVE,NULL,Resid
97218,07/16/2009,4127,NE,75TH,AVE,NULL,Resid
97219,07/16/2009,9707,SW,59TH,AVE,NULL,Resid
97060,07/17/2009,1504,NE,238TH,DR,NULL,Resid
97060,07/17/2009,1750,S,TROUTDALE,RD,NULL,Resid
97201,07/17/2009,111,SW,HARRISON,ST,15H,Resid
97202,07/17/2009,2919,SE,WOODWARD,ST,7,Resid
97203,07/17/2009,7025,N,ARMOUR,ST,NULL,Resid
97212,07/17/2009,131,NE,TILLAMOOK,ST,NULL,Resid
97213,07/17/2009,2645,NE,42ND,AVE,NULL,Resid
97239,07/17/2009,3450,SW,SHERWOOD,PL,NULL,Resid
97266,07/17/2009,10808,SE,CENTER,ST,NULL,Resid
97024,07/20/2009,20724,NULL,JACOB,LN,NULL,Resid
97030,07/20/2009,1140,NW,3RD,ST,NULL,Resid
97201,07/20/2009,2211,SW,1ST,AVE,1201,Resid
97206,07/20/2009,5272,SE,LAMBERT,ST,NULL,Resid
97211,07/20/2009,6414,NE,GARFIELD,AVE,NULL,Resid
97080,07/21/2009,680,SE,38TH,DR,NULL,Resid
97080,07/21/2009,1949,SE,PALMQUIST,RD,16,Resid
97209,07/21/2009,1001,NW,LOVEJOY,ST,511,Resid
97215,07/21/2009,8125,SE,PINE,ST,NULL,Resid
97266,07/21/2009,3441,SE,111th,AVE,7,Resid
97080,07/22/2009,3098,SW,22ND,ST,NULL,Resid
97219,07/22/2009,9028,SW,17TH,AVE,NULL,Resid
97219,07/22/2009,7249,SW,34TH,AVE,NULL,Resid
97236,07/22/2009,3327,SE,144TH,AVE,NULL,Resid
97206,07/23/2009,8440,SE,60TH,AVE,NULL,Resid
97211,07/23/2009,4511,NE,20TH,AVE,NULL,Resid
97212,07/23/2009,3140,NE,ALAMEDA,ST,NULL,Resid
97219,07/23/2009,12710,SW,61ST,PL,NULL,Resid
97239,07/23/2009,2523,SW,BEAVERTON HILLSDALE,HWY,NULL,Resid
97214,07/24/2009,1637,SE,LADD,AVE,NULL,Resid
97236,07/24/2009,5830,SE,JENNE,RD,NULL,Resid
97239,07/24/2009,3601,SW,RIVER,PKWY,1514,Resid
97266,07/24/2009,10738,SE,POWELL,BLVD,NULL,Resid
97201,07/27/2009,1500,SW,11TH,AVE,802,Resid
97202,07/27/2009,1531,SE,MARION,ST,NULL,Resid
97206,07/27/2009,7910,SE,HARNEY,ST,NULL,Resid
97211,07/27/2009,4114,NE,19TH,AVE,NULL,Resid
97212,07/27/2009,2715,NE,39TH,AVE,NULL,Resid
97215,07/27/2009,6135,SE,STEPHENS,ST,NULL,Resid
97216,07/27/2009,1861,SE,106TH,AVE,NULL,Resid
97216,07/27/2009,2381,SE,112TH,AVE,NULL,Resid
97221,07/27/2009,1200,SW,61ST,DR,NULL,Resid
97266,07/27/2009,5701,SE,86TH,AVE,NULL,Resid
97201,07/28/2009,2335,SW,19TH,AVE,NULL,Resid
97203,07/28/2009,8233,N,EDISON,ST,8233,Resid
97214,07/28/2009,3264,SE,ANKENY,ST,NULL,Resid
97217,07/28/2009,851,N,HARBOUR,DR,NULL,Resid
97219,07/28/2009,8411,SW,24TH,AVE,NULL,Resid
97220,07/28/2009,4410,NE,110TH,AVE,NULL,Resid
97220,07/28/2009,8936,NE,THOMPSON,ST,NULL,Resid
97230,07/28/2009,521,NE,127TH,PL,NULL,Resid
97239,07/28/2009,841,SW,Gaines,ST,502,Resid
97201,07/29/2009,1930,SW,RIVER,DR,W-502,Resid
97203,07/29/2009,7302,N,NEW YORK,AVE,2,Resid
97209,07/29/2009,1949,NW,HOYT,ST,30,Resid
97210,07/29/2009,2351,NULL,Westover,NULL,407,Resid
97214,07/29/2009,2626,SE,SHERMAN,ST,NULL,Resid
97216,07/29/2009,11756,SE,ANKENY,ST,NULL,Resid
97209,07/30/2009,311,NW,12TH,AVE,804,Resid
97210,07/30/2009,2335,NW,RALEIGH,ST,A323,Resid
97215,07/30/2009,6214,SE,LINCOLN,ST,NULL,Resid
97239,07/30/2009,841,SW,Gaines,ST,105,Resid
97202,07/31/2009,3533,SE,GLADSTONE,ST,24,Resid
97209,07/31/2009,1926,W,BURNSIDE,ST,1201,Resid
97209,07/31/2009,937,NW,GLISAN,ST,1435C,Resid
97215,07/31/2009,4833,SE,CARUTHERS,ST,NULL,Resid
97218,07/31/2009,4411,NE,Killingsworth,ST,108,Resid
97229,07/31/2009,1944,NW,YORKSHIRE,LN,NULL,Resid
97236,07/31/2009,3210,SE,153RD,AVE,NULL,Resid
97239,07/31/2009,3601,SW,RIVER,PKWY,1614,Resid
97266,07/31/2009,10005,SE,INSLEY,ST,NULL,Resid
97030,08/01/2009,756,NE,9TH,ST,NULL,Resid
97217,08/01/2009,6805,N,Borthwick,NULL,NULL,Resid
97213,08/03/2009,4353,NE,HALSEY,ST,2,Resid
97217,08/03/2009,634,N,HOLLAND,ST,NULL,Resid
97239,08/03/2009,3601,SW,River,PKWY,1104,Resid
97201,08/04/2009,1414,SW,3RD,AVE,2603,Resid
97202,08/04/2009,7535,SE,21ST,AVE,NULL,Resid
97205,08/04/2009,2359,SW,CEDAR,ST,5,Resid
97206,08/04/2009,6818,SE,CENTER,ST,NULL,Resid
